"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"rtcB_2","","RNA-splicing ligase RtcB","82","504","123","44","40.0","8.02919708029197","0.0582010582010582","2.63743437686035e-48","1.0249597475354691e-43","6.446287720348863e-46"
"group_16606","","hypothetical protein","0","266","205","282","0.0","51.45985401459854","0.0","3.739266587046535e-48","1.4531537810580245e-43","9.082211131612653e-46"
"group_16840","","Sugar transporter SemiSWEET","2","282","203","266","0.975609756097561","48.54014598540146","0.009293225727561751","4.34909430706216e-48","1.6901450296104966e-43","1.0497795214972028e-45"
"group_13736","hmp","Flavohemoprotein","4","294","201","254","1.951219512195122","46.35036496350365","0.017192946830473482","6.29737044453851e-48","2.447284102156556e-43","1.5106691988620716e-45"
"group_14490","","hypothetical protein","4","293","201","255","1.951219512195122","46.53284671532847","0.017319545616626762","1.5336801947738873e-47","5.960187972930281e-43","3.63426095910383e-45"
"group_20399","","hypothetical protein","4","293","201","255","1.951219512195122","46.53284671532847","0.017319545616626762","1.5336801947738873e-47","5.960187972930281e-43","3.63426095910383e-45"
"group_16801","","hypothetical protein","0","263","205","285","0.0","52.00729927007299","0.0","2.3158853687280354e-47","8.999993719950892e-43","5.4216829638258386e-45"
"group_16802","","hypothetical protein","0","263","205","285","0.0","52.00729927007299","0.0","2.3158853687280354e-47","8.999993719950892e-43","5.4216829638258386e-45"
"group_12406","","hypothetical protein","0","262","205","286","0.0","52.18978102189781","0.0","3.236638080894931e-47","1.257822290997388e-42","7.487037446413024e-45"
"group_20415","","hypothetical protein","0","262","205","286","0.0","52.18978102189781","0.0","3.236638080894931e-47","1.257822290997388e-42","7.487037446413024e-45"
"group_6602","","hypothetical protein","2","279","203","269","0.975609756097561","49.08759124087591","0.009499090700425516","3.545217892430323e-47","1.3777425773562721e-42","8.152322942936522e-45"
"group_9925","lexA_1","LexA repressor","6","302","199","246","2.9268292682926833","44.89051094890511","0.024559885520316817","4.100528123611121e-47","1.593547239397754e-42","9.373807290575023e-45"
"ompT_2","","Protease 7","5","297","200","251","2.4390243902439024","45.8029197080292","0.021127946127946128","4.2404176809483475e-47","1.6479111191701468e-42","9.636907129649981e-45"
"group_12592","","hypothetical protein","0","261","205","287","0.0","52.37226277372263","0.0","6.669128591994746e-47","2.591756753420998e-42","1.4810038590977132e-44"
"group_16799","","hypothetical protein","0","261","205","287","0.0","52.37226277372263","0.0","6.669128591994746e-47","2.591756753420998e-42","1.4810038590977132e-44"
"group_16800","","Single-stranded DNA-binding protein","0","261","205","287","0.0","52.37226277372263","0.0","6.669128591994746e-47","2.591756753420998e-42","1.4810038590977132e-44"
"group_20414","","hypothetical protein","0","261","205","287","0.0","52.37226277372263","0.0","6.669128591994746e-47","2.591756753420998e-42","1.4810038590977132e-44"
"group_14497","","hypothetical protein","0","260","205","288","0.0","52.55474452554745","0.0","1.7983366915345167e-46","6.988696050641439e-42","3.948415847820022e-44"
"torZ_1","","Trimethylamine-N-oxide reductase 2","0","260","205","288","0.0","52.55474452554745","0.0","1.7983366915345167e-46","6.988696050641439e-42","3.948415847820022e-44"
"group_16803","","hypothetical protein","0","259","205","289","0.0","52.737226277372265","0.0","1.9083826427924825e-46","7.416356626420145e-42","4.120198125788969e-44"
"group_20416","","hypothetical protein","0","259","205","289","0.0","52.737226277372265","0.0","1.9083826427924825e-46","7.416356626420145e-42","4.120198125788969e-44"
"group_20417","","hypothetical protein","0","259","205","289","0.0","52.737226277372265","0.0","1.9083826427924825e-46","7.416356626420145e-42","4.120198125788969e-44"
"ydcV_3","","Inner membrane ABC transporter permease protein YdcV","199","249","6","299","97.07317073170731","54.56204379562044","39.82663989290495","3.3019498711346877e-46","1.2832037589203623e-41","7.089523529946753e-44"
"group_10102","","hypothetical protein","114","36","91","512","55.60975609756098","93.43065693430657","17.816849816849818","3.938561695745173e-46","1.530603846200489e-41","8.40991124285983e-44"
"group_16786","","hypothetical protein","5","293","200","255","2.4390243902439024","46.53284671532847","0.021757679180887373","4.1575540755503516e-46","1.6157086648403777e-41","8.781025352393357e-44"
"msiK","","Diacetylchitobiose uptake system ATP-binding protein MsiK","5","293","200","255","2.4390243902439024","46.53284671532847","0.021757679180887373","4.1575540755503516e-46","1.6157086648403777e-41","8.781025352393357e-44"
"group_7526","hisI","Histidine biosynthesis bifunctional protein HisIE","166","134","39","414","80.97560975609757","75.54744525547446","13.150401836969001","7.638330304787419e-46","2.968407923046487e-41","1.6045448232683713e-43"
"intA_1","","Prophage integrase IntA","0","256","205","292","0.0","53.284671532846716","0.0","1.3619577837290104e-45","5.29284033912768e-41","2.8456130855525163e-43"
"group_5054","ydfJ","Putative transporter YdfJ","1","263","204","285","0.4878048780487805","52.00729927007299","0.005312010735853277","2.0954115316122398e-45","8.143188294151486e-41","4.354646146605073e-43"
"chpS","","Antitoxin ChpS","107","529","98","19","52.19512195121951","3.4671532846715327","0.039215308051386906","2.237361493529574e-45","8.69483423615463e-41","4.60044139479081e-43"
"chpB","","Endoribonuclease toxin ChpB","107","529","98","19","52.19512195121951","3.4671532846715327","0.039215308051386906","2.237361493529574e-45","8.69483423615463e-41","4.60044139479081e-43"
"group_12467","yihG","putative acyltransferase YihG","6","295","199","253","2.9268292682926833","46.167883211678834","0.025858104079720636","3.2217058587149086e-45","1.2520193308137879e-40","6.5209340146551465e-43"
"group_13267","lysN","2-aminoadipate transaminase","6","295","199","253","2.9268292682926833","46.167883211678834","0.025858104079720636","3.2217058587149086e-45","1.2520193308137879e-40","6.5209340146551465e-43"
"lysN","","2-aminoadipate transaminase","199","253","6","295","97.07317073170731","53.83211678832117","38.67259552042161","3.221705858714909e-45","1.252019330813788e-40","6.5209340146551465e-43"
"gnd","","6-phosphogluconate dehydrogenase, decarboxylating","166","136","39","412","80.97560975609757","75.18248175182481","12.894419306184012","3.8680855810550805e-45","1.5032154185096254e-40","7.780755517401421e-43"
"group_4032","","hypothetical protein","6","294","199","254","2.9268292682926833","46.35036496350365","0.02604861039893344","3.884171093551221e-45","1.5094665703758755e-40","7.780755517401421e-43"
"group_8838","rtcB_2","RNA-splicing ligase RtcB","124","53","81","495","60.48780487804878","90.32846715328468","14.29769392033543","1.1301509300363131e-44","4.39199254430712e-40","2.252303868875446e-42"
"group_12454","ydcV_3","Inner membrane ABC transporter permease protein YdcV","6","292","199","256","2.9268292682926833","46.715328467153284","0.026433537550767536","1.1842948991264738e-44","4.602406836985303e-40","2.34816675356393e-42"
"elmGT","","Elloramycin glycosyltransferase ElmGT","1","257","204","291","0.4878048780487805","53.102189781021906","0.005550469214923324","8.3325984014016115e-44","3.238214390752694e-39","1.643763650128271e-41"
"group_3759","","hypothetical protein","23","358","182","190","11.219512195121952","34.67153284671533","0.06706980170667322","1.971574673091474e-43","7.661933494568087e-39","3.8696633810949934e-41"
"group_3803","","hypothetical protein","3","268","202","280","1.4634146341463417","51.09489051094891","0.015516477020836411","3.202851087536759e-43","1.2446919896385352e-38","6.254733616274046e-41"
"group_8365","","hypothetical protein","80","490","125","58","39.02439024390244","10.583941605839415","0.07575510204081633","3.792529124133505e-43","1.473852668220763e-38","7.369263341103815e-41"
"group_5921","","hypothetical protein","2","260","203","288","0.975609756097561","52.55474452554745","0.010913224706328155","5.879269407048125e-43","2.2848016769670422e-38","1.136717252222409e-40"
"group_6307","flhA_2","Flagellar biosynthesis protein FlhA","120","51","85","497","58.536585365853654","90.69343065693431","13.757785467128027","7.877215900554086e-43","3.061243643273329e-38","1.5154671501353114e-40"
"group_7997","","hypothetical protein","5","279","200","269","2.4390243902439024","49.08759124087591","0.02410394265232975","8.619963120464199e-43","3.349890067874797e-38","1.6501921516624614e-40"
"ytfT","","Inner membrane ABC transporter permease protein YtfT","108","526","97","22","52.6829268292683","4.014598540145985","0.046568147073811295","1.1330322950681159e-42","4.403190105093712e-38","2.1478976122408352e-40"
"group_9529","ytfT","Inner membrane ABC transporter permease protein YtfT","97","22","108","526","47.3170731707317","95.98540145985402","21.473905723905723","1.1330322950681159e-42","4.403190105093712e-38","2.1478976122408352e-40"
"mshA","","D-inositol-3-phosphate glycosyltransferase","147","101","58","447","71.70731707317073","81.56934306569343","11.216968248548993","3.2523762265616255e-42","1.263938449166379e-37","6.135623539642617e-40"
"iucD","","L-lysine N6-monooxygenase","20","343","185","205","9.75609756097561","37.408759124087595","0.06461271767394217","4.7226937835646937e-42","1.8353332581689113e-37","8.823717587350536e-40"
"iucA","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","20","343","185","205","9.75609756097561","37.408759124087595","0.06461271767394217","4.7226937835646937e-42","1.8353332581689113e-37","8.823717587350536e-40"
"cspJ","","Cold shock-like protein CspJ","179","185","26","363","87.3170731707317","66.24087591240875","13.50873180873181","5.3415082782438615e-42","2.0758169470911293e-37","9.93213850282837e-40"
"ariR","","putative two-component-system connector protein AriR","196","252","9","296","95.60975609756098","54.01459854014598","25.580246913580247","8.311858756383815e-42","3.230154549905878e-37","1.5381688332885134e-39"
"group_5155","","hypothetical protein","80","8","125","540","39.02439024390244","98.54014598540147","43.2","1.0144960445922345e-41","3.9425345284943415e-37","1.8684997765376024e-39"
"group_5267","","hypothetical protein","136","81","69","467","66.34146341463415","85.21897810218978","11.363750223653605","1.4544284400518988e-41","5.652199803729689e-37","2.6661319828913626e-39"
"algC_2","","Phosphomannomutase/phosphoglucomutase","0","237","205","311","0.0","56.75182481751825","0.0","2.2677277550288003e-41","8.812843601592923e-37","4.137485258963814e-39"
"dgcE_2","","putative diguanylate cyclase DgcE","14","316","191","232","6.829268292682928","42.33576642335766","0.0538140367154881","3.811738271493413e-41","1.4813177270677702e-36","6.922045453587711e-39"
"group_11242","","hypothetical protein","65","458","140","90","31.70731707317073","16.423357664233578","0.09123518402994385","4.304155689042725e-41","1.6726809838757838e-36","7.779911552910623e-39"
"group_40616","","hypothetical protein","23","347","182","201","11.219512195121952","36.67883211678832","0.07320201412420432","1.3869936033204558e-40","5.3901345412239554e-36","2.4954326579740534e-38"
"group_653","eae","hypothetical protein","151","115","54","433","73.65853658536585","79.01459854014598","10.52866344605475","1.6505919394399882e-40","6.414530395051682e-36","2.9560047903463975e-38"
"group_8991","","hypothetical protein","49","420","156","128","23.902439024390244","23.357664233576642","0.09572649572649573","4.2460296410723324e-40","1.6500920391135298e-35","7.569229537218027e-38"
"group_6347","","hypothetical protein","50","422","155","126","24.390243902439025","22.99270072992701","0.09631554808133314","6.2758134372175395e-40","2.43890661797148e-35","1.113655989941315e-37"
"group_16907","","hypothetical protein","181","202","24","346","88.29268292682927","63.138686131386855","12.917904290429043","1.814336230350265e-39","7.050873458387201e-35","3.2049424810850912e-37"
"group_12736","","hypothetical protein","142","100","63","448","69.26829268292683","81.75182481751825","10.097777777777777","4.557256448512172e-39","1.7710410010208003e-34","8.01376018561448e-37"
"group_3437","","hypothetical protein","0","226","205","322","0.0","58.75912408759124","0.0","5.4903188202376524e-39","2.1336476999207565e-34","9.567926905474245e-37"
"group_3582","","hypothetical protein","0","226","205","322","0.0","58.75912408759124","0.0","5.4903188202376524e-39","2.1336476999207565e-34","9.567926905474245e-37"
"group_6342","","hypothetical protein","42","398","163","150","20.48780487804878","27.37226277372263","0.09711132348860868","7.304438266790768e-39","2.8386507992402284e-34","1.2672548210893877e-36"
"group_17070","","hypothetical protein","113","51","92","497","55.1219512195122","90.69343065693431","11.969522591645354","3.4008447911871895e-38","1.3216363027511656e-33","5.873939123338514e-36"
"rrrD_1","","Lysozyme RrrD","61","441","144","107","29.756097560975608","19.525547445255476","0.1027809271856891","4.2597247973628466e-38","1.6554142507511496e-33","7.324841817482963e-36"
"sfmF","","putative fimbrial-like protein SfmF","40","389","165","159","19.51219512195122","29.014598540145986","0.09908857209628417","7.120082897896965e-38","2.7670066157807184e-33","1.2189456457183781e-35"
"group_5405","","hypothetical protein","0","221","205","327","0.0","59.67153284671532","0.0","8.163653440183233e-38","3.172558999924008e-33","1.3914732455807054e-35"
"group_5414","","hypothetical protein","20","325","185","223","9.75609756097561","40.693430656934304","0.07417879417879418","8.417634231214873e-38","3.271261014934724e-33","1.4284982597968225e-35"
"group_11427","","Glycine betaine transporter","2","237","203","311","0.975609756097561","56.75182481751825","0.012928436324333312","1.0871564428424445e-37","4.224907368174308e-33","1.8369162470323077e-35"
"hisI","","Histidine biosynthesis bifunctional protein HisIE","37","379","168","169","18.048780487804876","30.83941605839416","0.09820643296896595","1.8637031211948116e-37","7.242723069587277e-33","3.135377952202284e-35"
"apxIB","","Toxin RTX-I translocation ATP-binding protein","3","243","202","305","1.4634146341463417","55.65693430656934","0.018640752964185308","1.8956673582221685e-37","7.366942487522991e-33","3.1754062446219786e-35"
"group_12737","","hypothetical protein","142","105","63","443","69.26829268292683","80.83941605839416","9.50959939531368","2.376820298248548e-37","9.236799043053507e-33","3.964291434786913e-35"
"group_7703","","hypothetical protein","2","234","203","314","0.975609756097561","57.299270072992705","0.013220495979116668","3.234410336061239e-37","1.2569565448001188e-32","5.371609165812474e-35"
"rusA_1","","Crossover junction endodeoxyribonuclease RusA","63","442","142","106","30.73170731707317","19.34306569343066","0.10639857243005545","3.948306099084765e-37","1.5343907162263214e-32","6.529322196707751e-35"
"group_9463","","hypothetical protein","139","100","66","448","67.8048780487805","81.75182481751825","9.435151515151516","4.977711785735898e-37","1.9344383541726846e-32","8.196772687172393e-35"
"group_3363","","hypothetical protein","1","224","204","324","0.4878048780487805","59.12408759124088","0.0070903361344537815","8.878812191272098e-37","3.4504839937721627e-32","1.4559004193131487e-34"
"group_11109","","hypothetical protein","151","127","54","421","73.65853658536585","76.82481751824818","9.269612131816857","9.440982747502288e-37","3.668954715334339e-32","1.5415776114850164e-34"
"aroH_2","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive","2","231","203","317","0.975609756097561","57.846715328467155","0.013520141598959333","1.65290177228602e-36","6.423506867457931e-32","2.687659777179051e-34"
"group_8987","","hypothetical protein","21","322","184","226","10.24390243902439","41.24087591240876","0.08010396975425331","3.0721370761567257e-36","1.1938939105360266e-31","4.9745579605667775e-34"
"group_12634","msbA_2","Multidrug efflux ATP-binding/permease protein","1","220","204","328","0.4878048780487805","59.854014598540154","0.00730837789661319","9.36550940206235e-36","3.6396242638294704e-31","1.5102175368587013e-33"
"wzzB","","Chain length determinant protein","127","81","78","467","61.951219512195124","85.21897810218978","9.387306109528332","1.1987698640663137e-35","4.658659445734508e-31","1.925065886667152e-33"
"fljB","","Phase 2 flagellin","9","269","196","279","4.390243902439024","50.912408759124084","0.04762536985054245","1.231610396586517e-35","4.786284323214522e-31","1.9696643305409557e-33"
"group_5144","","hypothetical protein","56","421","149","127","27.31707317073171","23.175182481751825","0.11337658818090517","1.4745783151720214e-35","5.73050624842151e-31","2.3485681345989795e-33"
"intQ","","Putative defective protein IntQ","142","112","63","436","69.26829268292683","79.56204379562044","8.77437641723356","2.636689104408288e-35","1.0246701197551488e-30","4.1823270194087704e-33"
"ydfJ","","Putative transporter YdfJ","187","242","18","306","91.21951219512195","55.839416058394164","13.136363636363637","3.23662679397154e-35","1.2578179046732198e-30","5.113080913305772e-33"
"ydfB","","putative protein YdfB","149","128","56","420","72.6829268292683","76.64233576642336","8.73046875","3.7347029584029915e-35","1.4513802636945706e-30","5.876033456253322e-33"
"iucC","","Aerobactin synthase","20","313","185","235","9.75609756097561","42.88321167883212","0.08116742941024091","5.310863352272678e-35","2.063907715960208e-30","8.322208532097613e-33"
"group_20400","","hypothetical protein","29","345","176","203","14.146341463414632","37.04379562043796","0.0969532279314888","5.677937614931022e-35","2.206560115914494e-30","8.861687212508008e-33"
"group_6137","yjgL_2","hypothetical protein","67","6","138","542","32.6829268292683","98.90510948905109","43.85748792270532","6.557712579912839e-35","2.5484582628057273e-30","1.019383305122291e-32"
"ompP","","Outer membrane protease OmpP","96","35","109","513","46.82926829268293","93.61313868613139","12.909043250327654","9.209240309704594e-35","3.5788949691573996e-30","1.425854569385418e-32"
"hypBA1_2","","Non-reducing end beta-L-arabinofuranosidase","16","296","189","252","7.804878048780488","45.98540145985402","0.07207207207207207","9.964911999524038e-35","3.8725641012550316e-30","1.536731786212314e-32"
"group_7163","","hypothetical protein","4","235","201","313","1.951219512195122","57.11678832116789","0.026505769027204404","1.6139510540888462e-34","6.272136586400074e-30","2.4791053701186066e-32"
"group_3757","","hypothetical protein","184","233","21","315","89.75609756097562","57.481751824817515","11.84549356223176","1.7636028192070793e-34","6.853713276002552e-30","2.6983123133868313e-32"
"speG","","Spermidine N(1)-acetyltransferase","32","352","173","196","15.609756097560975","35.76642335766424","0.10299527062532843","1.9312883947981817e-34","7.505372959864693e-30","2.9432835136724285e-32"
"group_14801","nicS","HTH-type transcriptional repressor NicS","75","13","130","535","36.58536585365854","97.62773722627736","23.742603550295858","2.5346896365113707e-34","9.850310865410488e-30","3.847777681800972e-32"
"group_21652","","hypothetical protein","76","14","129","534","37.073170731707314","97.44525547445255","22.471760797342192","3.0129099602157565e-34","1.1708770687390473e-29","4.5559419017083553e-32"
"group_20819","","hypothetical protein","4","234","201","314","1.951219512195122","57.299270072992705","0.026704086405578944","3.563266534173395e-34","1.3847566405104648e-29","5.367273800428158e-32"
"group_20413","","hypothetical protein","0","203","205","345","0.0","62.95620437956204","0.0","3.887752853131838e-34","1.5108585137840947e-29","5.833430555150945e-32"
"group_4281","yeeO","putative FMN/FAD exporter YeeO","153","142","52","406","74.63414634146342","74.08759124087592","8.412513542795233","5.274480149667459e-34","2.049768475763768e-29","7.883724906783722e-32"
"group_12578","","hypothetical protein","53","407","152","141","25.853658536585368","25.72992700729927","0.1207972326393379","1.325542468384693e-33","5.151323140636595e-29","1.973687027063829e-31"
"group_14496","","hypothetical protein","0","198","205","350","0.0","63.868613138686136","0.0","2.3619413066499478e-33","9.178976305903028e-29","3.503426070955354e-31"
"group_12586","","hypothetical protein","59","420","146","128","28.780487804878046","23.357664233576642","0.12315720808871494","3.191543950274936e-33","1.2402978099558458e-28","4.715961254584965e-31"
"ompT_1","","Protease 7","16","289","189","259","7.804878048780488","47.262773722627735","0.07586825579905165","4.7218387335970516e-33","1.835000968650486e-28","6.950761244888205e-31"
"group_13683","speG","Spermidine N(1)-acetyltransferase","171","196","34","352","83.41463414634146","64.23357664233576","9.032412965186074","5.6374301838987156e-33","2.190818118066719e-28","8.267238181383846e-31"
"group_5412","","hypothetical protein","40","370","165","178","19.51219512195122","32.481751824817515","0.11662571662571662","7.593672436383713e-33","2.9510529822274387e-28","1.1064389777490798e-30"
"group_4007","","hypothetical protein","60","421","145","127","29.268292682926827","23.175182481751825","0.1248259480710951","7.601749962920187e-33","2.954192070590043e-28","1.1064389777490798e-30"
"group_9088","","hypothetical protein","154","151","51","397","75.1219512195122","72.44525547445255","7.9389689650694715","2.1599395552366233e-32","8.393957099560566e-28","3.1320735446121515e-30"
"group_2556","","hypothetical protein","155","154","50","394","75.60975609756098","71.8978102189781","7.931168831168831","2.88081206832819e-32","1.119541185993701e-27","4.161863144957996e-30"
"yiaV","","Inner membrane protein YiaV","191","273","14","275","93.17073170731707","50.18248175182482","13.742804814233386","3.8621785658318867e-32","1.5009198342535878e-27","5.558962349087362e-30"
"group_2818","","hypothetical protein","28","329","177","219","13.658536585365855","39.96350364963504","0.10530111792282726","4.018353460707809e-32","1.5616125219002688e-27","5.762407829890291e-30"
"group_4934","","hypothetical protein","27","325","178","223","13.170731707317074","40.693430656934304","0.10407951598962835","4.390190427036329e-32","1.706115803754858e-27","6.272484572628155e-30"
"group_2089","","hypothetical protein","152","149","53","399","74.14634146341463","72.8102189781022","7.679878434848677","1.3117675432993714e-31","5.097791026770017e-27","1.8673227204285776e-29"
"group_7619","yiaV","Inner membrane protein YiaV","15","275","190","273","7.317073170731707","49.81751824817518","0.07837320574162679","3.453254725989416e-31","1.3420038516140067e-26","4.897824275963528e-29"
"yciC","","Putative metal chaperone YciC","3","212","202","336","1.4634146341463417","61.31386861313869","0.023538202876891463","4.312069819754934e-31","1.6757565733531624e-26","6.093660266738773e-29"
"group_21151","","hypothetical protein","89","34","116","514","43.41463414634146","93.7956204379562","11.598884381338742","5.505139774006691e-31","2.13940741897448e-26","7.751476155704638e-29"
"caeB","","Carboxylesterase B","58","409","147","139","28.292682926829265","25.364963503649633","0.13409177852069923","5.8100490747455354e-31","2.25790127142761e-26","8.151268127897509e-29"
"algC_1","","Phosphomannomutase/phosphoglucomutase","17","280","188","268","8.292682926829269","48.9051094890511","0.08655015197568389","1.9911212400726708e-30","7.737895363170413e-26","2.7834155982627386e-28"
"cvaA","","Colicin V secretion protein CvaA","2","201","203","347","0.975609756097561","63.32116788321168","0.01700855329265005","2.425481949349562e-30","9.425907951562267e-26","3.378461631384325e-28"
"group_4299","","hypothetical protein","70","433","135","115","34.146341463414636","20.985401459854014","0.13771277050722777","3.7139751099434845e-30","1.443325007226237e-25","5.1547321686651325e-28"
"group_5949","","hypothetical protein","0","181","205","367","0.0","66.97080291970804","0.0","5.576135606301053e-30","2.1669978193207153e-25","7.711736011817492e-28"
"ddrA","","Diol dehydratase-reactivating factor alpha subunit","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_15191","","hypothetical protein","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_17898","pduV_2","Propanediol utilization protein PduV","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_23445","","hypothetical protein","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduF","","Propanediol diffusion facilitator","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduA_2","","Propanediol utilization protein PduA","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduB","","Propanediol utilization protein PduB","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduC","","Propanediol dehydratase large subunit","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduD","","Propanediol dehydratase medium subunit","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduE","","Propanediol dehydratase small subunit","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_23452","","hypothetical protein","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduA_1","","Propanediol utilization protein PduA","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_23454","","hypothetical protein","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduL","","Phosphate propanoyltransferase","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_23456","","hypothetical protein","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"ccmL","","Carbon dioxide concentrating mechanism protein CcmL","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_23458","","hypothetical protein","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"astD_2","","N-succinylglutamate 5-semialdehyde dehydrogenase","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"adhE_2","","Aldehyde-alcohol dehydrogenase","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"rsxC_2","","Ion-translocating oxidoreductase complex subunit C","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"pduU","","Propanediol utilization protein PduU","48","0","157","548","23.414634146341466","100.0","inf","8.781727576669752e-30","3.412754970845399e-25","1.13005131484947e-27"
"group_16805","","hypothetical protein","29","321","176","227","14.146341463414632","41.42335766423358","0.11652152364769187","9.341774591299998e-30","3.6304004416710055e-25","1.1942106716023044e-27"
"mbtI","","Salicylate synthase","29","321","176","227","14.146341463414632","41.42335766423358","0.11652152364769187","9.341774591299998e-30","3.6304004416710055e-25","1.1942106716023044e-27"
"pikAV","","Thioesterase PikA5","29","320","176","228","14.146341463414632","41.605839416058394","0.11740056818181818","1.9277426733742682e-29","7.491593577267081e-25","2.4323355770347664e-27"
"irtA","","Iron import ATP-binding/permease protein IrtA","29","320","176","228","14.146341463414632","41.605839416058394","0.11740056818181818","1.9277426733742682e-29","7.491593577267081e-25","2.4323355770347664e-27"
"dhbE","","2,3-dihydroxybenzoate-AMP ligase","29","320","176","228","14.146341463414632","41.605839416058394","0.11740056818181818","1.9277426733742682e-29","7.491593577267081e-25","2.4323355770347664e-27"
"group_20419","","Putative multidrug export ATP-binding/permease protein","29","320","176","228","14.146341463414632","41.605839416058394","0.11740056818181818","1.9277426733742682e-29","7.491593577267081e-25","2.4323355770347664e-27"
"group_9964","","hypothetical protein","2","195","203","353","0.975609756097561","64.41605839416059","0.017835038524693696","2.744661339731307e-29","1.0666302898463805e-24","3.451877960667898e-27"
"group_21150","","hypothetical protein","82","29","123","519","40.0","94.7080291970803","11.931034482758621","3.0896134564358826e-29","1.2006855814401126e-24","3.873179294968105e-27"
"group_12095","tamB","Translocation and assembly module subunit TamB","73","19","132","529","35.609756097560975","96.53284671532847","15.397527910685806","3.3634975603186e-29","1.3071224218910144e-24","4.202965986787827e-27"
"group_15187","rhaR_2","HTH-type transcriptional activator RhaR","47","0","158","548","22.926829268292686","100.0","inf","3.9239871323563715e-29","1.524939879376333e-24","4.887627818513888e-27"
"group_14500","","hypothetical protein","29","318","176","230","14.146341463414632","41.97080291970803","0.11917524299599772","5.074053007686974e-29","1.971878479847312e-24","6.2999312455185685e-27"
"group_2831","","hypothetical protein","152","159","53","389","74.14634146341463","70.98540145985402","7.016494600688264","5.321309966106001e-29","2.0679674790281142e-24","6.585883691172339e-27"
"group_9070","","Tn3 family transposase ISYps3","133","115","72","433","64.8780487804878","79.01459854014598","6.955193236714976","6.101026103655161e-29","2.3709807644024687e-24","7.526923061595139e-27"
"group_11419","","hypothetical protein","73","435","132","113","35.609756097560975","20.62043795620438","0.14366074538488333","9.576531647087955e-29","3.7216317286913214e-24","1.1777315597124436e-26"
"tamB","","Translocation and assembly module subunit TamB","133","529","72","19","64.8780487804878","3.4671532846715327","0.06634635580760344","1.3303324582054112e-28","5.169937999077869e-24","1.630895267847908e-26"
"intA_2","","Prophage integrase IntA","29","315","176","233","14.146341463414632","42.518248175182485","0.12187950937950938","1.684146060809626e-28","6.544928421518368e-24","2.058153591672443e-26"
"tfaE","","Prophage tail fiber assembly protein TfaE","62","408","143","140","30.24390243902439","25.547445255474454","0.14877279583161937","2.764495853656595e-28","1.074338378648026e-23","3.3678319079875423e-26"
"nicS","","HTH-type transcriptional repressor NicS","123","516","82","32","60.0","5.839416058394161","0.09302325581395349","7.983092036650867e-28","3.10238922728326e-23","9.694966335260187e-26"
"dltA","","D-alanine--D-alanyl carrier protein ligase","29","312","176","236","14.146341463414632","43.06569343065693","0.12463578088578088","8.671084136168148e-28","3.3697567169976655e-23","1.049768447662824e-25"
